#{"t_start": 1603812255.831895, "env_id": "uwrt-arm-v0"}
r,l,t
27372.424273,800,2949.035473
29246.076984,800,2951.499876
30131.490999,800,2954.600775
28566.443582,800,2957.680119
26954.300897,800,2960.838056
26660.731046,800,2963.61041
27941.334861,800,2966.619257
28290.837124,800,2969.467879
27609.317799,800,2972.524925
25554.903623,800,2975.668046
29653.885443,800,2978.824383
26870.204581,800,2981.875672
29808.229638,800,2985.033143
27739.520659,800,2988.209079
24580.525446,800,2991.366083
29203.509182,800,2994.573855
29523.572808,800,2997.742591
30542.308529,800,3000.916883
27800.776045,800,3004.084301
27780.972762,800,3007.23936
29619.218619,800,3010.422648
25675.979338,800,3013.584671
25935.132181,800,3016.748828
27436.642725,800,3019.934853
29073.891194,800,3023.075505
27518.962596,800,3026.181791
29645.79239,800,3029.358583
26607.416467,800,3032.509471
28371.827544,800,3035.227433
22990.545837,800,3038.188172
30063.38295,800,3041.366467
24752.162915,800,3044.467425
24780.415887,800,3047.1369
25670.935609,800,3050.295144
28572.572521,800,3053.41003
26944.413151,800,3056.492041
29358.155932,800,3059.248686
27485.631923,800,3062.510233
27569.151324,800,3065.618263
25030.587535,800,3068.332077
29144.819404,800,3071.400235
29679.926024,800,3074.636456
26591.996647,800,3077.707141
27576.625196,800,3080.967555
28329.621918,800,3083.914559
27669.91204,800,3086.930995
25687.930613,800,3089.804231
26598.506011,800,3092.97639
28069.580602,800,3096.141895
29365.391199,800,3098.814139
26754.562319,800,3101.76988
30421.982308,800,3104.635706
29337.959423,800,3107.621631
29756.637158,800,3110.482699
30944.064112,800,3113.669768
25844.595567,800,3116.878318
25283.658203,800,3119.981549
27307.897113,800,3123.204888
25637.804835,800,3126.447652
30468.955238,800,3129.627518
25582.362965,800,3132.734999
28205.405244,800,3135.884709
29575.476783,800,3139.058725
26703.006217,800,3142.177343
29591.012957,800,3145.322006
26647.731428,800,3148.469437
29414.967886,800,3151.629102
30055.884311,800,3154.774528
26239.635634,800,3157.909216
29403.045252,800,3161.038066
30418.730492,800,3164.197421
29077.372044,800,3167.195551
26223.235382,800,3170.097595
25772.875746,800,3172.992018
25831.847385,800,3176.134467
29382.79193,800,3179.330904
26710.953876,800,3182.222707
25630.657624,800,3185.035714
25986.88063,800,3187.674016
27478.261659,800,3190.433309
26880.067637,800,3193.506957
28470.793203,800,3196.453954
25353.847481,800,3199.50729
25122.561175,800,3202.718767
29694.586577,800,3205.836572
26001.504993,800,3209.073309
27290.34509,800,3212.040314
27084.134195,800,3215.22545
26676.940729,800,3218.402426
25753.670126,800,3221.566027
30759.741302,800,3224.728719
27300.757335,800,3227.932688
26001.837747,800,3231.134671
31117.93254,800,3234.299279
30252.852291,800,3237.433444
28967.334593,800,3240.59487
25603.297924,800,3243.756031
24901.048692,800,3246.894254
28937.088368,800,3250.032014
30381.673571,800,3253.161361
29867.529918,800,3256.3084
30206.873074,800,3259.427103
25089.266488,800,3262.547703
26657.809631,800,3265.660002
26468.344488,800,3268.80597
26702.737256,800,3271.902843
27249.037348,800,3275.046053
30052.227329,800,3278.180796
30372.423267,800,3281.273508
29915.725047,800,3284.381577
26580.155274,800,3287.526426
25039.066586,800,3290.57229
26243.995186,800,3293.793234
26923.012213,800,3297.01796
28778.490337,800,3300.19394
28225.363499,800,3303.414214
28935.006358,800,3306.264104
26150.607312,800,3309.129728
28052.498854,800,3312.272967
26467.83791,800,3315.125489
28432.946648,800,3318.374757
31549.744185,800,3320.962141
28766.317917,800,3324.093977
30334.391329,800,3327.276693
27132.432731,800,3330.448254
28843.887187,800,3333.613842
24974.785314,800,3336.761613
31409.43613,800,3339.11208
24857.481532,800,3342.335033
25934.809984,800,3345.509968
27531.697694,800,3348.694672
27870.885672,800,3351.661879
31482.571467,800,3354.809198
26866.584683,800,3357.961411
27252.437825,800,3360.953282
27705.355465,800,3364.117889
26845.861558,800,3367.272036
26912.173174,800,3370.437387
29233.113734,800,3373.601121
29734.474838,800,3376.752476
31123.312141,800,3379.921031
27071.804513,800,3383.116534
30068.15709,800,3386.285414
25434.820267,800,3389.458057
27447.693132,800,3392.604247
27683.562691,800,3395.729439
24473.158941,800,3398.840163
27296.48356,800,3401.997722
27256.277816,800,3404.66964
26599.730398,800,3407.787756
26004.085535,800,3410.942231
26662.753018,800,3414.106369
27162.076572,800,3417.014967
28048.086061,800,3420.133639
30822.411559,800,3423.283782
29205.585039,800,3426.423631
30409.770394,800,3429.532907
26495.640676,800,3432.113911
27555.785691,800,3434.373861
27324.767442,800,3437.445707
29395.932999,800,3440.602055
26281.867187,800,3443.759481
26857.127633,800,3446.893003
28530.828273,800,3450.019904
27885.463386,800,3453.120367
27039.125381,800,3456.276345
28801.834545,800,3459.421748
26808.593452,800,3462.584705
27805.738002,800,3465.724899
25504.835688,800,3468.843203
30480.774966,800,3472.003709
29109.748554,800,3475.163913
26777.418398,800,3478.317458
25715.897177,800,3481.469372
28522.138185,800,3484.622144
28790.446622,800,3487.786084
29171.946804,800,3490.933347
26763.899688,800,3494.080169
28619.987958,800,3497.233744
28127.291889,800,3500.384906
28091.32733,800,3503.544426
26467.720322,800,3506.709165
26796.582989,800,3509.845039
28695.023936,800,3512.393912
26760.843428,800,3515.542947
30443.682171,800,3518.685416
27137.571011,800,3521.829593
28237.015617,800,3524.965998
28439.515698,800,3528.116793
-22798.752066,800,3531.256659
26192.904998,800,3534.416861
29428.871361,800,3537.576853
29276.95984,800,3540.738768
26965.800651,800,3543.923853
26987.775165,800,3547.111
26405.902298,800,3550.327803
25059.930942,800,3553.309916
26145.231374,800,3556.383732
27186.955594,800,3558.603479
29848.731963,800,3561.352653
27968.687194,800,3564.514429
28247.582663,800,3567.423541
30720.313167,800,3570.005202
28719.293388,800,3573.147992
26595.880283,800,3576.354532
26164.250802,800,3579.576499
31620.747209,800,3582.639077
29066.522844,800,3585.850799
25122.321732,800,3589.085749
28624.182194,800,3592.2687
27492.782819,800,3595.465633
28352.801871,800,3598.647743
27986.118922,800,3601.809094
28005.399773,800,3604.751779
30346.228259,800,3607.921076
25063.942347,800,3611.061101
28531.146014,800,3614.221789
28978.246023,800,3617.393023
26991.959388,800,3620.317729
26185.634328,800,3623.016002
25192.32346,800,3626.147963
26745.093147,800,3629.289946
30429.504166,800,3632.400057
25254.558224,800,3634.728326
27770.84506,800,3637.789508
29040.435342,800,3640.949049
30926.470422,800,3644.100433
29251.025934,800,3647.261116
28013.567081,800,3650.440832
27968.768283,800,3653.620672
28450.280067,800,3656.761203
26831.046826,800,3659.90755
28954.857057,800,3663.064389
28893.632601,800,3666.216658
29261.944369,800,3669.364481
25477.578191,800,3672.324675
26715.402403,800,3674.53131
26390.74173,800,3676.748146
26404.273,800,3679.699783
26750.049908,800,3682.856418
-6597.235799,800,3685.905821
29995.158326,800,3688.380842
29085.586312,800,3691.286766
26626.207846,800,3694.437673
27146.272638,800,3697.528688
28564.483638,800,3700.687968
27715.689223,800,3703.841716
27099.166688,800,3706.98399
28103.559576,800,3710.125576
27713.173653,800,3713.236098
28563.911485,800,3716.361073
26082.741893,800,3719.509117
26432.061279,800,3722.673497
26175.384723,800,3725.607328
29847.284997,800,3728.419288
27439.546124,800,3731.26706
29630.503795,800,3734.220007
29198.207742,800,3736.987133
30306.203987,800,3740.094298
26985.105564,800,3742.968654
29803.828926,800,3745.801887
27932.415649,800,3748.507436
28185.435138,800,3751.530243
30273.869478,800,3754.467201
27925.766165,800,3757.634181
26416.127471,800,3760.5196
27427.404934,800,3763.707118
29219.730108,800,3766.529564
28513.263319,800,3769.426762
24455.064346,800,3772.249753
25640.814051,800,3775.348477
27765.585521,800,3778.268484
29759.871641,800,3781.112684
26867.006763,800,3784.045773
26487.683246,800,3787.116534
29598.51184,800,3790.13527
30425.455334,800,3793.262837
27047.336521,800,3796.554202
28397.923607,800,3799.818367
27459.120957,800,3803.021505
26623.697388,800,3805.716676
29764.223018,800,3808.518306
28562.341722,800,3811.738985
29460.145075,800,3814.983611
29091.918015,800,3818.272778
31267.084513,800,3821.275489
26590.659434,800,3824.508296
28738.792013,800,3827.876745
31133.817686,800,3831.013865
29547.547954,800,3834.225055
31095.424129,800,3837.477057
25787.644402,800,3840.696063
29860.405469,800,3843.729928
27846.10147,800,3846.876648
28428.680758,800,3850.072773
29755.587241,800,3852.891459
30367.387082,800,3856.080502
29748.707931,800,3859.031895
27569.136713,800,3862.114726
24785.621774,800,3865.329854
27842.307131,800,3868.566441
28813.292935,800,3871.681305
28370.726563,800,3874.919948
24936.174476,800,3878.156474
26997.886864,800,3881.186158
27940.158396,800,3884.311451
26702.250788,800,3887.407731
28175.502961,800,3890.57249
28981.912236,800,3893.729516
26951.437307,800,3896.966174
26881.594272,800,3900.151984
24995.794083,800,3903.389811
-26690.137026,800,3906.324176
29910.792967,800,3909.531161
25164.732202,800,3912.475126
26952.719265,800,3915.680535
27442.106095,800,3918.846522
-25856.697597,800,3921.919169
29055.764579,800,3925.159299
26686.657503,800,3928.371448
29669.626305,800,3931.61217
29364.775396,800,3934.770457
27494.101787,800,3937.854139
25038.841558,800,3940.947738
28710.175838,800,3943.901828
29383.476267,800,3946.863273
-16831.782382,800,3950.101392
28669.54779,800,3953.351599
27485.516131,800,3956.590889
28537.244606,800,3959.73945
